,gene,gene_start,gene_end
2013,yeeS,2076307,2076754
2014,yeeT,2076816,2077038
2015,cbeA,2077111,2077480
2016,cbtA,2077568,2077943
2017,yeeW,2077939,2078134
2018,yoeF,2078574,2078931
2019,yeeX,2079031,2079361
2020,yeeA,2079532,2080591
2021,sbmC,2080788,2081262
2022,dacD,2081380,2082547
2023,sbcB,2082755,2084183
2024,yeeD,2084225,2084453
2025,yeeE,2084466,2085525
2026,plaP,2085703,2087062
2027,yoeI,2087051,2087114
2028,yeeY,2087328,2088258
2029,yeeZ,2088303,2089128
2030,yoeB,2089210,2089465
2031,yefM,2089461,2089713
2032,hisL,2089995,2090046
2033,hisG,2090191,2091091
2034,hisD,2091096,2092401
2035,hisC,2092397,2093468
2036,hisB,2093467,2094535
2037,hisH,2094534,2095125
2038,hisA,2095124,2095862
2039,hisF,2095843,2096620
2040,hisI,2096613,2097225
2041,wzzB,2097320,2098301
2042,ugd,2098446,2099613
2043,gnd,2099861,2101268
2044,wbbL,2101395,2103389
2045,insH-7,2101894,2102911
2046,wbbK,2103390,2104509
2047,wbbJ,2104493,2105084
2048,wbbI,2105064,2106057
2049,wbbH,2106059,2107226
2050,glf,2107225,2108329
2051,rfbX,2108336,2109584
2052,rfbC,2109580,2110138
2053,rfbA,2110137,2111019
2054,rfbD,2111076,2111976
2055,rfbB,2111975,2113061
2056,galF,2113433,2114327
2057,wcaM,2114501,2115896
2058,wcaL,2115906,2117127
2059,wcaK,2117123,2118404
2060,wzxC,2118679,2120158
2061,wcaJ,2120159,2121554
2062,cpsG,2121608,2122979
2063,cpsB,2123083,2124520
2064,wcaI,2124522,2125746
2065,gmm,2125742,2126222
2066,fcl,2126224,2127190
2067,gmd,2127192,2128314
2068,wcaF,2128339,2128888
2069,wcaE,2128903,2129650
2070,wcaD,2129660,2130878
2071,wcaC,2130852,2132070
2072,wcaB,2132066,2132555
2073,wcaA,2132557,2133397
2074,wzc,2133489,2135652
2075,wzb,2135654,2136098
2076,wza,2136103,2137243
2077,yegH,2137901,2139485
2078,asmA,2139758,2141612
2079,dcd,2141633,2142215
2080,udk,2142306,2142948
2081,dgcE,2143265,2146583
2082,alkA,2146691,2147540
2083,yegD,2147673,2149026
2084,yegI,2149038,2150985
2085,yegJ,2151184,2151646
2086,pphC,2151710,2152472
2087,yegL,2152468,2153128
2088,ibsA,2153348,2153408
2089,ibsB,2153680,2153737
2090,mdtA,2154015,2155263
2091,mdtB,2155262,2158385
2092,mdtC,2158385,2161463
2093,mdtD,2161463,2162879
2094,baeS,2162875,2164279
2095,baeR,2164275,2164998
2096,yegP,2165188,2165521
2097,yegQ,2165667,2167029
2098,ogrK,2167301,2167520
2099,yegZ,2167601,2167820
2100,yegR,2167988,2168306
2101,yegS,2168711,2169611
2102,gatR,2169692,2171727
2103,insE-5,2170235,2170535
2104,insF-5,2170531,2171398
2105,gatD,2171832,2172873
2106,gatC,2172920,2174278
2107,gatB,2174281,2174566
2108,gatA,2174596,2175049
2109,gatZ,2175058,2176321
2110,gatY,2176349,2177204
2111,fbaB,2177511,2178564
2112,yegT,2178820,2180098
2113,yegU,2180094,2181099
2114,yegV,2181095,2182061
2115,yegW,2182034,2182781
2116,yegX,2182832,2183651
2117,thiD,2183715,2184516
2118,thiM,2184512,2185301
2119,rcnR,2185523,2185796
2120,rcnA,2185916,2186741
2121,rcnB,2186959,2187298
2122,yehA,2187379,2188414
2123,yehB,2188429,2190910
2124,yehC,2190925,2191645
2125,yehD,2191679,2192222
2126,yehE,2192514,2192796
2127,mrp,2193058,2194168
2128,metG,2194299,2196333
2129,yehF,2196473,2197298
2130,yehI,2200278,2203911
2131,yehK,2203971,2204289
2132,yehL,2204595,2205684
2133,yehM,2205694,2207974
2134,yehP,2207966,2209103
2135,yehQ,2209099,2210944
2136,yehR,2211224,2211686
2137,yehS,2211725,2212196
2138,btsR,2212242,2212962
2139,btsS,2212958,2214644
2140,mlrA,2214865,2215597
2141,yohO,2215656,2215764
2142,yehW,2215744,2216476
2143,yehX,2216480,2217407
2144,yehY,2217399,2218557
2145,osmF,2218563,2219481
2146,bglX,2219691,2221989
2147,dld,2222184,2223900
2148,pbpG,2223937,2224870
2149,yohC,2225043,2225631
2150,yohD,2225800,2226379
2151,yohF,2226508,2227270
2152,mdtQ,2227322,2228758
2153,yohP,2228981,2229065
2154,dusC,2229437,2230385
2155,yohJ,2230623,2231022
2156,yohK,2231018,2231714
2157,cdd,2231843,2232728
2158,sanA,2232877,2233597
2159,yeiS,2233599,2233839
2160,preT,2234032,2235271
2161,preA,2235264,2236500
2162,mglC,2236742,2237753
2163,mglA,2237768,2239289
2164,mglB,2239349,2240348
2165,galS,2240627,2241668
2166,yeiB,2241809,2242967
2167,folE,2242983,2243652
2168,yeiG,2243909,2244746
2169,cirA,2244777,2246769
2170,lysP,2247062,2248532
2171,yeiE,2248736,2249618
2172,yeiH,2249716,2250766
2173,nfo,2250839,2251697
2174,yeiI,2251699,2252788
2175,nupX,2252894,2254145
2176,rihB,2254244,2255186
2177,yeiL,2255354,2256014
2178,psuT,2256084,2257335
2179,psuG,2257428,2258367
2180,psuK,2258354,2259296
2181,fruA,2259718,2261410
2182,fruK,2261426,2262365
2183,fruB,2262364,2263495
2184,setB,2263862,2265044
2185,yeiW,2265040,2265295
2186,yeiP,2265449,2266022
2187,yeiQ,2266244,2267711
2188,yeiR,2267828,2268815
2189,lpxT,2268853,2269567
2190,mepS,2269978,2270545
2191,pdeN,2270725,2272282
2192,yejA,2272363,2274178
2193,yejB,2274178,2275273
2194,yejE,2275272,2276298
2195,yejF,2276299,2277889
2196,yejG,2277892,2278237
2197,bcr,2278569,2279760
2198,rsuA,2279787,2280483
2199,radD,2280631,2282392
2200,rplY,2282516,2282801
2201,yejK,2282939,2283947
2202,yejL,2284128,2284356
2203,yejM,2284375,2286136
2204,yejO,2286389,2290180
2205,insH-8,2289064,2290081
2206,narP,2290499,2291147
2207,ccmH,2291357,2292410
2208,ccmG,2292406,2292964
2209,ccmF,2292960,2294904
2210,ccmE,2294900,2295380
2211,ccmD,2295376,2295586
2212,ccmC,2295582,2296320
2213,ccmB,2296361,2297024
2214,ccmA,2297020,2297644
2215,napC,2297656,2298259
2216,napB,2298268,2298718
2217,napH,2298714,2299578
2218,napG,2299564,2300260
2219,napA,2300266,2302753
2220,napD,2302749,2303013
2221,napF,2303002,2303497
2222,yojO,2303605,2303770
2223,eco,2303904,2304393
2224,mqo,2305107,2306754
2225,yojI,2306971,2308615
2226,alkB,2308690,2309341
2227,ada,2309340,2310405
2228,ftp,2310478,2311534
2229,ompC,2311645,2312749
2230,rcsD,2313487,2316160
2231,rcsB,2316176,2316827
2232,rcsC,2317026,2319876
2233,atoS,2320042,2321869
2234,atoC,2321865,2323251
2235,atoD,2323446,2324109
2236,atoA,2324108,2324759
2237,atoE,2324755,2326078
2238,atoB,2326108,2327293
2239,yfaP,2327366,2328143
2240,yfaQ,2328147,2329797
2241,yfaS,2329797,2334402
2242,yfaT,2334335,2334959
2243,yfaA,2334955,2336644
2244,gyrA,2336792,2339420
2245,ubiG,2339566,2340289
2246,yfaL,2340416,2344169
2247,ypaB,2344593,2344737
2248,nrdA,2344864,2347150
2249,nrdB,2347383,2348514
2250,yfaE,2348513,2348768
2251,inaA,2348821,2349472
2252,yfaH,2349686,2349893
2253,glpQ,2349934,2351011
2254,glpT,2351015,2352374
2255,glpA,2352646,2354275
2256,glpB,2354264,2355524
2257,glpC,2355520,2356711
2258,rpnE,2356903,2357803
2259,ypaA,2357815,2358001
2260,yfaU,2358041,2358845
2261,yfaV,2358862,2360152
2262,rhmD,2360208,2361414
2263,yfaX,2361428,2362211
2264,yfaY,2362430,2363633
2265,yfaZ,2363732,2364275
2266,nudI,2364553,2364979
2267,ais,2365017,2365620
2268,arnB,2365909,2367067
2269,arnC,2367070,2368039
2270,arnA,2368038,2370021
2271,arnD,2370017,2370908
2272,arnT,2370907,2372560
2273,arnE,2372556,2372892
2274,arnF,2372891,2373278
2275,pmrD,2373271,2373538
2276,menE,2373647,2375003
2277,menC,2374999,2375962
2278,menB,2375961,2376819
2279,menH,2376833,2377592
2280,menD,2377588,2379259
2281,menF,2379347,2380643
2282,elaB,2380721,2381027
2283,elaA,2381081,2381543
2284,rbn,2381607,2382525
2285,elaD,2382712,2383924
2286,yfbK,2383994,2385722
2287,yfbL,2385859,2386831
2288,yfbM,2386933,2387437
2289,yfbN,2387709,2388426
2290,yfbO,2388634,2389057
2291,yfbP,2389115,2389964
2292,nuoN,2390047,2391505
2293,nuoM,2391511,2393041
2294,nuoL,2393204,2395046
2295,nuoK,2395042,2395345
2296,nuoJ,2395341,2395896
2297,nuoI,2395907,2396450
2298,nuoH,2396464,2397442
2299,nuoG,2397438,2400165
2300,nuoF,2400217,2401555
2301,nuoE,2401551,2402052
2302,nuoC,2402054,2403845
2303,nuoB,2403950,2404613
2304,nuoA,2404628,2405072
2305,lrhA,2405702,2406641
2306,alaA,2407560,2408778
2307,yfbR,2408861,2409461
2308,yfbS,2409519,2411352
2309,hxpA,2411438,2412089
2310,yfbU,2412099,2412594
2311,yfbV,2412676,2413132
2312,ackA,2413469,2414672
2313,pta,2414746,2416891
2314,yfcC,2417080,2418601
2315,yfcD,2418633,2419176
2316,yfcE,2419233,2419788
2317,yfcF,2419840,2420485
2318,yfcG,2420620,2421268
2319,folX,2421324,2421687
2320,yfcH,2421707,2422601
2321,rpnB,2422648,2423539
2322,hisP,2423735,2424509
2323,hisM,2424516,2425233
2324,hisQ,2425229,2425916
2325,hisJ,2426005,2426788
2326,argT,2427008,2427791
2327,ubiX,2428056,2428626
2328,purF,2428720,2430238
2329,cvpA,2430274,2430763
2330,dedD,2431021,2431684
2331,folC,2431673,2432942
2332,accD,2433011,2433926
2333,dedA,2434081,2434741
2334,truA,2434823,2435636
2335,usg,2435635,2436649
2336,pdxB,2436714,2437851
2337,flk,2437949,2438945
2338,yfcJ,2438941,2440120
2339,fabB,2440384,2441605
2340,mnmC,2441763,2443770
2341,yfcL,2443890,2444169
2342,epmC,2444202,2444751
2343,yfcA,2444750,2445560
2344,mepA,2445559,2446384
2345,aroC,2446387,2447473
2346,prmB,2447507,2448440
2347,smrB,2448605,2449157
2348,yfcO,2449227,2450049
2349,yfcP,2450050,2450590
2350,yfcQ,2450586,2451075
2351,yfcR,2451071,2451584
2352,yfcS,2451583,2452336
2353,yfcU,2452355,2455001
2354,yfcV,2455082,2455646
2355,sixA,2456326,2456812
2356,fadJ,2457014,2459159
2357,fadI,2459158,2460469
2358,yfcZ,2460649,2460934
2359,fadL,2461305,2462646
2360,yfdF,2463011,2464070
2361,mlaA,2464251,2465007
2362,yfdC,2465300,2466233
2363,intS,2466544,2467702
2364,yfdG,2467854,2468217
2365,yfdH,2468213,2469134
2366,yfdI,2469130,2470462
2367,yfdK,2471076,2471517
2368,yfdL,2471543,2472062
2369,yfdM,2472111,2472387
2370,yfdN,2472386,2472881
2371,yfdO,2472877,2473246
2372,yfdP,2473603,2473966
2373,yfdQ,2474031,2474856
2374,yfdR,2474983,2475520
2375,yfdS,2475510,2475873
2376,yfdT,2475872,2476178
2377,ypdJ,2476093,2476234
2378,torI,2476309,2476510
2379,dsdC,2476693,2477629
2380,dsdX,2477846,2479184
2381,dsdA,2479201,2480530
2382,emrY,2480637,2482176
2383,emrK,2482175,2483339
2384,evgA,2483754,2484369
2385,evgS,2484373,2487967
2386,yfdE,2488022,2489168
2387,yfdV,2489241,2490186
2388,oxc,2490255,2491950
2389,frc,2492003,2493254
2390,yfdX,2493766,2494402
2391,ypdI,2494697,2494973
2392,yfdY,2495049,2495292
2393,lpxP,2495644,2496565
2394,ypdK,2496920,2496992
2395,alaC,2497056,2498295
2396,ypdA,2498670,2500368
2397,ypdB,2500382,2501117
2398,ypdC,2501129,2501987
2399,fryA,2501989,2504485
2400,ypdE,2504509,2505547
2401,ypdF,2505546,2506632
2402,fryC,2506646,2507894
2403,fryB,2507915,2508242
2404,glk,2508460,2509426
2405,yfeO,2509629,2510886
2406,ypeC,2511000,2511327
2407,mntH,2511467,2512706
2408,nupC,2513041,2514244
2409,insL-3,2514330,2515443
2410,pdeA,2515642,2517832
2411,yfeC,2518466,2518811
2412,yfeD,2518812,2519205
2413,gltX,2519256,2520672
2414,xapR,2521592,2522477
2415,xapB,2522728,2523985
2416,xapA,2524044,2524878
2417,yfeN,2525126,2525891
2418,yfeR,2525929,2526856
2419,yfeH,2526945,2527944
2420,ypeB,2527940,2528159
2421,ligA,2528160,2530176
2422,zipA,2530246,2531233
2423,cysZ,2531462,2532224
2424,cysK,2532408,2533380
2425,ptsH,2533763,2534021
2426,ptsI,2534065,2535793
2427,crr,2535833,2536343
2428,pdxK,2536385,2537237
2429,yfeK,2537341,2537716
2430,yfeS,2537748,2538483
2431,cysM,2538671,2539583
2432,cysA,2539716,2540814
2433,cysW,2540803,2541679
2434,cysU,2541678,2542512
2435,cysP,2542511,2543528
2436,ucpA,2543831,2544623
2437,murR,2544751,2545609
2438,murQ,2545772,2546669
2439,murP,2546672,2548097
2440,yfeW,2548101,2549406
2441,yfeX,2549645,2550545
2442,yfeY,2550640,2551216
2443,yfeZ,2551276,2551726
2444,ypeA,2551712,2552138
2445,amiA,2552351,2553221
2446,hemF,2553224,2554124
2447,eutR,2554129,2555182
2448,eutK,2555227,2555728
2449,eutL,2555740,2556400
2450,eutC,2556409,2557297
2451,eutB,2557317,2558679
2452,intZ,2558857,2560066
2453,yffL,2560256,2560898
2454,yffM,2561367,2561613
2455,yffN,2561624,2561993
2456,yffO,2562110,2562527
2457,yffP,2562523,2563117
2458,yffQ,2563591,2563969
2459,yffR,2563979,2564372
2460,yffS,2564522,2565332
2461,eutA,2565480,2566884
2462,eutH,2566880,2568107
2463,eutG,2568323,2569511
2464,eutJ,2569500,2570337
2465,eutE,2570347,2571751
2466,eutN,2571762,2572050
2467,eutM,2572156,2572450
2468,eutD,2572488,2573505
2469,eutT,2573501,2574305
2470,eutQ,2574301,2575003
2471,eutP,2574977,2575457
2472,eutS,2575469,2575805
2473,maeB,2576097,2578377
2474,talA,2578665,2579616
2475,tktB,2579635,2581639
2476,ypfG,2581733,2582777
2477,nudK,2582902,2583478
2478,aegA,2583545,2585525
2479,narQ,2585730,2587431
2480,acrD,2587594,2590708
2481,ypfM,2590806,2590866
2482,yffB,2591246,2591603
2483,dapE,2591606,2592734
2484,ypfN,2592761,2592962
2485,ypfH,2593071,2593770
2486,tmcA,2593843,2595859
2487,ypfJ,2595873,2596737
2488,purC,2596904,2597618
2489,bamC,2597830,2598865
2490,dapA,2598881,2599760
2491,gcvR,2599905,2600478
2492,bcp,2600477,2600948
2493,hyfA,2601200,2601818
2494,hyfB,2601817,2603836
2495,hyfC,2603846,2604794
2496,hyfD,2604810,2606250
2497,hyfE,2606261,2606912
2498,hyfF,2606916,2608497
2499,hyfG,2608486,2610154
2500,hyfH,2610163,2610709
2501,hyfI,2610705,2611464
2502,hyfJ,2611456,2611870
2503,hyfR,2611899,2613912
2504,focB,2613933,2614782
2505,yfgO,2614819,2615881
2506,bepA,2616093,2617557
2507,yfgD,2617577,2617937
2508,hda,2618074,2618776
2509,uraA,2618870,2620160
2510,upp,2620245,2620872
2511,purM,2621196,2622234
2512,purN,2622233,2622872
2513,ppk,2623043,2625110
2514,ppx,2625114,2626656
2515,pdeF,2626694,2628938
2516,yfgG,2629289,2629481
2517,yfgH,2629791,2630310
2518,yfgI,2630325,2630865
2519,guaA,2630957,2632535
2520,guaB,2632603,2634070
2521,xseA,2634231,2635602
2522,yfgJ,2635598,2635814
2523,der,2635883,2637356
2524,bamB,2637473,2638652
2525,yfgM,2638662,2639283
2526,hisS,2639300,2640575
2527,ispG,2640685,2641804
2528,rodZ,2641830,2642844
2529,rlmN,2643128,2644283
2530,ndk,2644432,2644864
2531,pbpC,2645012,2647325
2532,yfhM,2647325,2652287
2533,sseA,2652493,2653339
2534,sseB,2654156,2654933
2535,pepB,2655074,2656358
2536,iscX,2656535,2656736
2537,fdx,2656747,2657083
2538,hscA,2657084,2658935
2539,hscB,2658951,2659467
2540,iscA,2659562,2659886
2541,iscU,2659902,2660289
2542,iscS,2660316,2661531
2543,iscR,2661642,2662131
2544,trmJ,2662582,2663323
2545,suhB,2663441,2664245
2546,yfhR,2664389,2665244
2547,csiE,2665434,2666715
2548,hcaT,2666706,2667846
2549,hcaR,2668005,2668896
2550,iroK,2668005,2668071
2551,hcaE,2669031,2670393
2552,hcaF,2670389,2670908
2553,hcaC,2670907,2671228
2554,hcaB,2671224,2672037
2555,hcaD,2672046,2673249
2556,yphA,2673345,2673768
2557,yphB,2673815,2674688
2558,yphC,2674699,2675761
2559,yphD,2675826,2676825
2560,yphE,2676849,2678361
2561,yphF,2678383,2679367
2562,yphG,2679463,2682745
2563,yphH,2682862,2684056
2564,glyA,2684253,2685507
2565,hmp,2685834,2687025
2566,glnB,2687069,2687408
2567,glrR,2687468,2688803
2568,qseG,2688792,2689506
2569,glrK,2689670,2691098
2570,purL,2691655,2695543
2571,mltF,2695800,2697357
2572,tadA,2697353,2697857
2573,pgpC,2697914,2698550
2574,yfhH,2698758,2699607
2575,yfhL,2699662,2699923
2576,shoB,2700116,2700197
2577,acpS,2700617,2700998
2578,pdxJ,2700997,2701729
2579,recO,2701740,2702469
2580,era,2702480,2703386
2581,rnc,2703382,2704063
2582,lepB,2704334,2705309
2583,lepA,2705324,2707124
2584,rseC,2707321,2707801
2585,rseB,2707797,2708754
2586,rseA,2708753,2709404
2587,rpoE,2709436,2710012
2588,rseD,2710008,2710164
2589,nadB,2710419,2712042
2590,yfiC,2712026,2712764
2591,srmB,2712895,2714230
2592,yfiE,2714438,2715320
2593,eamB,2715422,2716010
2594,grcA,2716065,2716449
2595,ung,2716753,2717443
2596,yfiF,2717490,2718528
2597,trxC,2718734,2719154
2598,yfiP,2719222,2719921
2599,patZ,2719952,2722613
2600,pssA,2722726,2724082
2601,yfiM,2724127,2724451
2602,kgtP,2724447,2725746
2603,clpB,2731599,2734173
2604,pgeF,2734302,2735034
2605,rluD,2735030,2736011
2606,bamD,2736145,2736883
2607,raiA,2737153,2737495
2608,pheL,2737598,2737646
2609,pheA,2737744,2738905
2610,tyrA,2738947,2740069
2611,aroF,2740079,2741150
2612,yfiL,2741359,2741725
2613,yfiR,2741874,2742393
2614,dgcN,2742382,2743609
2615,yfiB,2743624,2744107
2616,rplS,2744182,2744530
2617,trmD,2744571,2745339
2618,rimM,2745369,2745918
2619,rpsP,2745936,2746185
2620,ffh,2746433,2747795
2621,ypjD,2747961,2748753
2622,yfjD,2748773,2750060
2623,grpE,2750114,2750708
2624,nadK,2750830,2751709
2625,recN,2751794,2753456
2626,bamE,2753604,2753946
2627,yfjF,2754007,2754298
2628,ratA,2754287,2754764
2629,smpB,2754895,2755378
2630,intA,2756158,2757400
2631,yfjH,2757643,2758600
2632,alpA,2758643,2758856
2633,yfjI,2758984,2760394
2634,yfjJ,2760546,2761173
2635,abpB,2761350,2763540
2636,abpA,2763536,2765153
2637,yfjM,2765512,2765776
2638,rnlA,2765917,2766991
2639,rnlB,2766983,2767355
2640,yfjP,2767709,2768573
2641,yfjQ,2768664,2769486
2642,yfjR,2769702,2770404
2643,ypjK,2770444,2770681
2644,yfjS,2770680,2771124
2645,yfjT,2771147,2771615
2646,yfjU,2771839,2772154
2647,yfjV,2772166,2773182
2648,yfjW,2773317,2775021
2649,ypjI,2775544,2775816
2650,yfjX,2775918,2776377
2651,yfjY,2776385,2776868
2652,ypjJ,2776876,2777077
2653,yfjZ,2777114,2777432
2654,ypjF,2777452,2777782
2655,ypjA,2778145,2782726
2656,pinH,2783064,2783304
2657,ypjB,2783637,2784429
2658,ypjC,2784528,2785011
2659,ygaQ,2786396,2788649
2660,csiD,2788984,2789962
2661,lhgO,2789981,2791250
2662,gabD,2791272,2792721
2663,gabT,2792734,2794015
2664,gabP,2794252,2795653
2665,csiR,2795673,2796336
2666,kbp,2796336,2796786
2667,yqaE,2796869,2797028
2668,ygaV,2797210,2797510
2669,ygaP,2797519,2798044
2670,stpA,2798090,2798495
2671,alaE,2799163,2799613
2672,ygaC,2799649,2799994
2673,ygaM,2800145,2800475
2674,nrdH,2800722,2800968
2675,nrdI,2800964,2801375
2676,nrdE,2801347,2803492
2677,nrdF,2803501,2804461
2678,proV,2804814,2806017
2679,proW,2806009,2807074
2680,proX,2807131,2808124
2681,ygaY,2808315,2809493
2682,ygaZ,2809616,2810354
2683,ygaH,2810343,2810679
2684,mprA,2810769,2811300
2685,emrA,2811426,2812599
2686,emrB,2812615,2814154
2687,luxS,2814217,2814733
2688,gshA,2814882,2816439
2689,yqaA,2816511,2816940
2690,yqaB,2816936,2817503
2691,csrA,2818960,2819146
2692,alaS,2819380,2822011
2693,recX,2822138,2822639
2694,recA,2822707,2823769
2695,pncC,2823848,2824346
2696,mltB,2824490,2825576
2697,srlA,2825831,2826395
2698,srlE,2826391,2827351
2699,srlB,2827361,2827733
2700,srlD,2827736,2828516
2701,gutM,2828620,2828980
2702,srlR,2829046,2829820
2703,gutQ,2829812,2830778
2704,norR,2830774,2832289
2705,norV,2832475,2833915
2706,norW,2833911,2835045
2707,hypF,2835172,2837425
2708,hydN,2837577,2838105
2709,ascG,2838253,2839264
2710,ascF,2839523,2840981
2711,ascB,2840989,2842414
2712,hycI,2842572,2843043
2713,hycH,2843035,2843446
2714,hycG,2843442,2844210
2715,hycF,2844209,2844752
2716,hycE,2844761,2846471
2717,hycD,2846488,2847412
2718,hycC,2847414,2849241
2719,hycB,2849237,2849849
2720,hycA,2849973,2850435
2721,hypA,2850646,2850997
2722,hypB,2851000,2851873
2723,hypC,2851863,2852136
2724,hypD,2852135,2853257
2725,hypE,2853253,2854264
2726,fhlA,2854337,2856416
2727,ygbA,2856452,2856806
2728,mutS,2857092,2859654
2729,pphB,2859759,2860416
2730,ygbI,2860466,2861234
2731,ygbJ,2861429,2862338
2732,ygbK,2862334,2863501
2733,ygbL,2863592,2864231
2734,ygbM,2864235,2865012
2735,ygbN,2865100,2866465
2736,rpoS,2866558,2867551
2737,nlpD,2867613,2868753
2738,pcm,2868892,2869519
2739,umpG,2869512,2870274
2740,truD,2870254,2871304
2741,ispF,2871300,2871780
2742,ispD,2871779,2872490
2743,ftsB,2872508,2872820
2744,ygbE,2873013,2873337
2745,cysC,2873386,2873992
2746,cysN,2873991,2875419
2747,cysD,2875420,2876329
2748,iap,2876580,2877618
2749,cas2,2878568,2878853
2750,cas1,2878854,2879772
2751,casE,2879787,2880387
2752,casD,2880373,2881048
2753,casC,2881050,2882142
2754,casB,2882154,2882637
2755,casA,2882629,2884138
2756,cas3,2884552,2887219
2757,cysH,2887577,2888312
2758,cysI,2888386,2890099
2759,cysJ,2890098,2891898
2760,queD,2892213,2892579
2761,ygcN,2892656,2893928
2762,ygcO,2893918,2894179
2763,ygcP,2894195,2894771
2764,ygcQ,2894918,2895779
2765,ygcR,2895775,2896555
2766,ygcS,2896532,2897870
2767,ygcU,2897963,2899418
2768,ygcW,2899487,2900273
2769,yqcE,2900591,2901869
2770,ygcE,2901895,2903374
2771,queE,2904746,2905418
2772,yqcG,2905556,2905697
2773,ygcG,2905710,2906583
2774,eno,2906642,2907941
2775,pyrG,2908028,2909666
2776,mazG,2909893,2910685
2777,mazF,2910755,2911091
2778,mazE,2911090,2911339
2779,relA,2911416,2913651
2780,rlmD,2913698,2915000
2781,barA,2915056,2917813
2782,gudD,2918044,2919385
2783,gudX,2919405,2920746
2784,gudP,2920747,2922100
2785,yqcA,2922534,2922984
2786,truC,2923001,2923784
2787,yqcC,2923783,2924113
2788,syd,2924734,2925280
2789,queF,2925347,2926196
2790,ppnN,2926307,2927672
2791,sdaC,2928228,2929518
2792,sdaB,2929575,2930943
2793,ygdG,2931054,2931810
2794,fucO,2931864,2933013
2795,fucA,2933040,2933688
2796,fucP,2934234,2935551
2797,fucI,2935583,2937359
2798,fucK,2937467,2938886
2799,fucU,2938887,2939310
2800,fucR,2939367,2940099
2801,rlmM,2940142,2941243
2802,ygdD,2941235,2941631
2803,gcvA,2941649,2942567
2804,ygdI,2942917,2943145
2805,csdA,2943336,2944542
2806,csdE,2944541,2944985
2807,tcdA,2945035,2945842
2808,mltA,2946080,2947178
2809,amiC,2947756,2949010
2810,argA,2949241,2950573
2811,recD,2950634,2952461
2812,recB,2952460,2956003
2813,ptrA,2955995,2958884
2814,recC,2959059,2962428
2815,ppdC,2962440,2962764
2816,ygdB,2962748,2963156
2817,ppdB,2963152,2963716
2818,ppdA,2963706,2964177
2819,thyA,2964360,2965155
2820,lgt,2965161,2966037
2821,ptsP,2966187,2968434
2822,rppH,2968446,2968977
2823,ygdT,2969329,2969476
2824,mutH,2969661,2970351
2825,ygdQ,2970419,2971133
2826,ygdR,2971270,2971489
2827,tas,2971596,2972637
2828,lplT,2972668,2973862
2829,aas,2973854,2976014
2830,galR,2976598,2977630
2831,lysA,2977636,2978899
2832,lysR,2979020,2979956
2833,ygeA,2979942,2980635
2834,araE,2980763,2982182
2835,kduD,2982496,2983258
2836,kduI,2983287,2984124
2837,yqeF,2984410,2985592
2838,yqeG,2985846,2987076
2839,yqeH,2987535,2988168
2840,yqeI,2988501,2989311
2841,yqeJ,2989303,2989786
2842,yqeL,2989818,2989899
2843,yqeK,2989934,2990360
2844,ygeF,2990553,2991043
2845,ygeG,2991267,2991759
2846,ygeH,2992093,2993470
2847,ygeI,2993637,2993856
2848,pbl,2993938,2994441
2849,ygeK,2994459,2994903
2850,ygeL,2994936,2995092
2851,ygeN,2995313,2996020
2852,ygeO,2995961,2996360
2853,insD-4,2996371,2997277
2854,insC-4,2997234,2997600
2855,ygeP,2997688,2997988
2856,ygeQ,2998033,2998828
2857,ygeR,2999135,2999891
2858,xdhA,3000344,3002603
2859,xdhB,3002613,3003492
2860,xdhC,3003488,3003968
2861,ygeV,3004007,3005786
2862,ygeW,3006261,3007452
2863,ygeX,3007509,3008706
2864,ygeY,3008763,3009975
2865,hyuA,3010027,3011413
2866,yqeA,3011460,3012393
2867,yqeB,3012613,3014239
2868,yqeC,3014286,3015057
2869,mocA,3015159,3015738
2870,ygfK,3016059,3019158
2871,ssnA,3019160,3020489
2872,ygfM,3020539,3021319
2873,xdhD,3021315,3024186
2874,xanQ,3024350,3025751
2875,guaD,3025765,3027085
2876,ghxQ,3027120,3028488
2877,ygfS,3028523,3029012
2878,ygfT,3029011,3030931
2879,uacT,3031366,3032815
2880,yqfG,3032816,3032942
2881,yqfH,3032938,3033010
2882,idi,3033064,3033613
2883,lysS,3033656,3035174
2884,prfB,3035183,3036282
2885,recJ,3036372,3038106
2886,dsbC,3038111,3038822
2887,xerD,3038846,3039743
2888,fldB,3039854,3040376
2889,ygfX,3040415,3040823
2890,sdhE,3040803,3041070
2891,ygfZ,3041312,3042293
2892,yqfA,3042488,3043148
2893,yqfB,3043311,3043623
2894,bglA,3043661,3045101
2895,ygfF,3045157,3045901
2896,gcvP,3046167,3049041
2897,gcvH,3049159,3049549
2898,gcvT,3049572,3050667
2899,yqfI,3050957,3051041
2900,ubiI,3051114,3052317
2901,ubiH,3052339,3053518
2902,pepP,3053514,3054840
2903,ygfB,3054865,3055444
2904,zapA,3055611,3055941
2905,fau,3056240,3056789
2906,ibsC,3056889,3056949
2907,serA,3057177,3058410
2908,rpiA,3058665,3059325
2909,yqfE,3059380,3059611
2910,argP,3059752,3060646
2911,scpA,3060849,3062994
2912,argK,3062986,3063982
2913,scpB,3063992,3064778
2914,scpC,3064801,3066280
2915,ygfI,3066276,3067173
2916,yggE,3067339,3068080
2917,argO,3068172,3068808
2918,mscS,3068946,3069807
2919,fbaA,3070164,3071244
2920,pgk,3071458,3072622
