,Unnamed: 0,pause_status,position,pause_G,pause_C,context_G,context_C,gene,start_dist_rel,end_dist_rel,gene_len,ref_base_A,ref_base_C,ref_base_G,ref_base_T,trans_base_A,trans_base_C,trans_base_G,trans_base_T
12746,26490,0,-0.2602263687867237,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.3116160277672745,-0.3116160277672746,-0.3743320126734021,0,0,1,0,0,1,0,0
12747,26491,0,-0.26020546837545966,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.40193260076727466,-0.4019326007672746,-0.3743320126734021,1,0,0,0,1,0,0,0
12748,26492,0,-0.2601692697250229,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.0,0.0,0.0,1,0,0,0,0,0,1,0
12749,26493,0,-0.26005442519714916,3.129083259177769,-0.2131379662056171,3.1290832579148886,-0.21313796985218594,1,-0.2213309002327254,0.2213309002327254,-0.22640289955044693,0,0,1,0,0,0,1,0
12750,26494,0,-0.2599837516415346,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,0.05200243376727465,-0.05200243376727465,-0.22640289955044693,0,0,1,0,0,1,0,0
12751,26495,0,-0.2599596192079101,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,0.14533576676727455,-0.1453357667672746,-0.22640289955044693,0,1,0,0,0,0,0,1
12752,26496,0,-0.2599490612681994,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.18616909976727458,-0.18616909976727458,-0.22640289955044693,0,0,1,0,0,1,0,0
12753,26497,0,-0.2599122162132905,1.4539555452497166,0.9077068533236075,1.4539555428137343,0.9077068569618659,1,0.32866909976727454,-0.3286690997672746,-0.22640289955044693,0,0,1,0,0,1,0,0
12754,26498,0,-0.2599081223183007,-0.22117216867833686,2.0285516823800127,-0.2211721722874204,2.0285516837759183,1,0.34450243376727463,-0.3445024337672746,-0.22640289955044693,1,0,0,0,0,0,0,1
12755,26499,0,-0.25990661404119914,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.3503357667672746,-0.3503357667672746,-0.22640289955044693,0,0,0,1,1,0,0,0
12756,26500,0,-0.25845349678795276,-1.8962998920987801,2.0285516823800127,-1.896299887388575,2.0285516837759183,1,-0.0392711512327254,0.0392711512327254,-0.7018893345885171,1,0,0,0,1,0,0,0
12757,26501,0,-0.2582834924117945,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,-0.0601352472327254,0.06013524723272534,-0.6631459954372669,0,0,0,1,1,0,0,0
12758,26502,0,-0.2582503103155608,-0.7795480796492813,-1.3339827952620225,-0.7795480773211387,-1.333982796666238,1,0.12585509076727452,-0.12585509076727458,-0.6631459954372669,0,0,0,1,1,0,0,0
12759,26503,0,-0.2581335265742708,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.3077930812327254,0.3077930812327254,-0.3003674561119245,0,0,0,1,0,0,1,0
12760,26504,0,-0.25807556563994055,-1.3379239811278356,1.4681292726154007,-1.337923982354857,1.4681292703688922,1,-0.07120557023272545,0.07120557023272545,-0.3003674561119245,0,0,1,0,0,1,0,0
12761,26505,0,-0.2579723563925644,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.3500785107672747,-0.3500785107672746,-0.3003674561119245,0,0,0,1,0,0,0,1
12762,26506,0,-0.25790039002800563,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.0,0.0,0.0,0,1,0,0,0,0,0,1
12763,26507,0,-0.25773921984629916,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.03980805676727461,-0.03980805676727461,-0.19470380388124225,0,0,0,1,0,1,0,0
12764,26508,0,-0.2577217669255529,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.10582272676727456,-0.10582272676727461,-0.19470380388124225,1,0,0,0,1,0,0,0
12765,26509,0,-0.25768664561590293,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.23866706276727456,-0.23866706276727462,-0.19470380388124225,1,0,0,0,0,0,1,0
12766,26510,0,-0.2576816898482836,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,0.25741196876727457,-0.25741196876727457,-0.19470380388124225,0,0,0,1,0,0,1,0
12767,26511,0,-0.2576373034078671,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.4253011297672745,-0.4253011297672746,-0.19470380388124225,0,0,1,0,0,0,0,1
12768,26512,0,-0.25725096900171784,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,-0.18799585523272538,0.18799585523272544,0.08002169191853163,0,0,1,0,0,1,0,0
12769,26513,0,-0.2572481679156721,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,-0.1790978402327254,0.17909784023272546,0.08002169191853163,0,1,0,0,0,1,0,0
12770,26514,0,-0.2572462287022559,0.33720373280021726,2.0285516823800127,0.33720373274629756,2.0285516837759183,1,-0.17293767623272543,0.17293767623272538,0.08002169191853163,0,1,0,0,0,0,0,1
12771,26515,0,-0.25722791390888017,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,-0.11475834723272538,0.11475834723272538,0.08002169191853163,0,1,0,0,0,1,0,0
12772,26516,0,-0.2572259746954639,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.10859818223272538,0.10859818223272544,0.08002169191853163,0,0,0,1,1,0,0,0
12773,26517,0,-0.2571878368316109,0.8955796342787719,-1.3339827952620225,0.8955796377800159,-1.333982796666238,1,0.012551714767274569,-0.012551714767274569,0.08002169191853163,0,0,0,1,0,0,1,0
12774,26518,0,-0.25715465473537724,-1.3379239811278356,-0.7735603854974101,-1.337923982354857,-0.7735603832592121,1,0.1179589697672746,-0.11795896976727455,0.08002169191853163,0,0,0,1,1,0,0,0
12775,26519,0,-0.2571219035754583,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.22199729976727456,-0.22199729976727461,0.08002169191853163,0,1,0,0,1,0,0,0
12776,26520,0,-0.25708893694738194,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.32672009276727454,-0.3267200927672746,0.08002169191853163,0,0,1,0,0,0,1,0
12777,26521,0,-0.25700641264311247,-0.22117216867833686,2.5889741016718055,-0.2211721722874204,2.5889740971829442,1,-0.3027594712327254,0.3027594712327254,-0.8462963259704496,0,0,1,0,1,0,0,0
12778,26522,0,-0.2569066508862541,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,0.3862286237672746,-0.38622862376727457,-0.8462963259704496,0,0,1,0,0,0,0,1
12779,26523,0,-0.25688014830289857,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.0,0.0,0.0,0,0,1,0,0,0,1,0
12780,26524,0,-0.256847612611137,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.4795530002327254,0.4795530002327254,-0.025641960312150634,0,0,0,1,0,0,1,0
12781,26525,0,-0.2568038725751926,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.3314858962327254,0.3314858962327254,-0.025641960312150634,0,0,1,0,0,0,0,1
12782,26526,0,-0.25678965167680673,0.8955796342787719,-0.7735603854974101,0.8955796377800159,-0.7735603832592121,1,-0.2833458522327254,0.28334585223272546,-0.025641960312150634,0,0,1,0,0,0,0,1
12783,26527,0,-0.2566985086462428,2.5707073576992148,-1.3339827952620225,2.570707352881171,-1.333982796666238,1,0.02518806476727453,-0.025188064767274587,-0.025641960312150634,0,0,1,0,0,0,1,0
12784,26528,0,-0.25667803917129345,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.09448055176727455,-0.0944805517672746,-0.025641960312150634,0,0,1,0,0,1,0,0
12785,26529,0,-0.25666963591315634,2.012331446728271,0.3472844435589949,2.0123314478474525,0.3472844435548398,1,0.12292694076727462,-0.12292694076727456,-0.025641960312150634,0,1,0,0,0,0,1,0
12786,26530,0,-0.2566620945276487,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.14845575176727455,-0.1484557517672746,-0.025641960312150634,0,1,0,0,0,0,1,0
12787,26531,0,-0.25662805055878557,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,0.2637000997672746,-0.2637000997672746,-0.025641960312150634,0,0,1,0,1,0,0,0
12788,26532,0,-0.2566256804090546,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,0.27172343976727453,-0.2717234397672746,-0.025641960312150634,1,0,0,0,0,0,0,1
12789,26533,0,-0.2565812939686381,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.4219787277672745,-0.4219787277672746,-0.025641960312150634,0,0,1,0,1,0,0,0
12790,26534,0,-0.25655845434395774,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.0,0.0,0.0,0,0,1,0,0,0,0,1
12791,26535,0,-0.2564731289536426,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.11310056476727459,-0.11310056476727448,-0.881517543380677,0,0,1,0,0,0,1,0
12792,26536,0,-0.2564408087300383,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.3467454237672746,-0.3467454237672746,-0.881517543380677,0,0,1,0,1,0,0,0
12793,26537,0,-0.2564265878316525,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,0.4495491627672745,-0.4495491627672746,-0.881517543380677,0,0,1,0,0,0,1,0
12794,26538,0,-0.256386941690698,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.3955698342327254,0.3955698342327254,-0.33558867352215194,0,0,0,1,0,1,0,0
12795,26539,0,-0.25623395929897125,1.4539555452497166,0.3472844435589949,1.4539555428137343,0.3472844435548398,1,0.2458032467672746,-0.2458032467672746,-0.33558867352215194,0,0,1,0,0,1,0,0
12796,26540,0,-0.2561880645814532,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.4382151707672747,-0.43821517076727456,-0.33558867352215194,1,0,0,0,0,0,1,0
12797,26541,0,-0.25618224694120445,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,0.46260541476727457,-0.46260541476727457,-0.33558867352215194,0,1,0,0,0,0,1,0
12798,26542,0,-0.25612019211188436,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,-0.0779218092327254,0.0779218092327254,-1.0928448478420416,0,1,0,0,0,1,0,0
12799,26543,0,-0.25603055735842195,-1.8962998920987801,-0.2131379662056171,-1.896299887388575,-0.21313796985218594,1,-0.2865679032327254,0.2865679032327254,-0.8674290564165861,1,0,0,0,0,0,1,0
12800,26544,0,-0.2559491103949393,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.29141374876727466,-0.29141374876727455,-0.8674290564165861,0,0,0,1,0,0,0,1
12801,26545,0,-0.25592583983394424,0.33720373280021726,-1.8944052145538155,0.33720373274629756,-1.894405210073264,1,0.4565513627672745,-0.4565513627672746,-0.8674290564165861,0,0,0,1,0,0,0,1
12802,26546,0,-0.25587391200802007,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,-0.46779173123272544,0.4677917312327253,-0.1665268299530603,1,0,0,0,0,1,0,0
12803,26547,0,-0.25586550874988295,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.4366166712327254,0.4366166712327254,-0.1665268299530603,1,0,0,0,0,0,0,1
12804,26548,0,-0.25577479665563374,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,-0.1000858962327254,0.10008589623272535,-0.1665268299530603,1,0,0,0,0,0,0,1
12805,26549,0,-0.25576143762987735,1.4539555452497166,-1.8944052145538155,1.4539555428137343,-1.894405210073264,1,-0.05052554423272543,0.05052554423272537,-0.1665268299530603,0,1,0,0,0,1,0,0
12806,26550,0,-0.25571726665761824,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.11334336076727458,-0.11334336076727458,-0.1665268299530603,0,0,0,1,1,0,0,0
12807,26551,0,-0.25570433856817654,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.16130499176727464,-0.16130499176727459,-0.1665268299530603,0,0,0,1,1,0,0,0
12808,26552,0,-0.2556965817145115,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.19008196976727454,-0.1900819697672746,-0.1665268299530603,0,0,0,1,0,1,0,0
12809,26553,0,-0.2556627532138057,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,0.3155815697672746,-0.3155815697672746,-0.1665268299530603,0,0,0,1,0,1,0,0
12810,26554,0,-0.25566102946854685,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,0.3219764537672746,-0.3219764537672746,-0.1665268299530603,1,0,0,0,0,0,0,1
12811,26555,0,-0.25558087531400836,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
12812,26556,0,-0.2549189571345936,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,0.0,0.0,0.0,0,0,0,1,0,1,0,0
12813,26557,0,-0.25455998718442924,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,0.12283576676727459,-0.12283576676727459,-1.2689509348931787,0,0,0,1,0,0,0,1
12814,26558,0,-0.25452960617424125,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.0,0.0,0.0,0,0,1,0,1,0,0,0
12815,26559,0,-0.2544888826924999,-1.3379239811278356,-0.2131379662056171,-1.337923982354857,-0.21313796985218594,1,-0.21853850223272542,0.21853850223272542,-1.2337297174829511,1,0,0,0,1,0,0,0
12816,26560,0,-0.2543218948705447,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,-0.3392012702327254,0.3392012702327254,-0.8427742042294268,0,0,1,0,0,0,0,1
12817,26561,0,-0.2540708744672185,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.025461724232725413,0.025461724232725413,-0.9801369521293137,0,1,0,0,0,0,1,0
12818,26562,0,-0.2539683116243144,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,0.05240803776727465,-0.052408037767274596,-1.237251839223974,1,0,0,0,0,0,0,1
12819,26563,0,-0.25172162514750535,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,-0.35942495923272544,0.3594249592327253,-0.21231441258635597,0,0,1,0,0,1,0,0
12820,26564,0,-0.2515936370620325,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.13067405076727456,-0.13067405076727456,-0.21231441258635597,0,0,1,0,0,0,1,0
12821,26565,0,-0.25157812335470253,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.19007999076727466,-0.19007999076727455,-0.21231441258635597,0,0,1,0,0,0,0,1
12822,26566,0,-0.2515277038058799,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.3831492977672746,-0.3831492977672746,-0.21231441258635597,1,0,0,0,1,0,0,0
12823,26567,0,-0.2512088109329848,2.012331446728271,-1.3339827952620225,2.0123314478474525,-1.333982796666238,1,-0.22505579923272545,0.22505579923272534,-1.3429154914546562,0,0,1,0,0,0,0,1
12824,26568,0,-0.24968200356992074,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.48330088276727456,-0.48330088276727456,-1.2313816363222694,0,0,0,1,0,1,0,0
12825,26569,0,-0.24965054521894595,0.8955796342787719,-1.8944052145538155,0.8955796377800159,-1.894405210073264,1,0.0,0.0,0.0,0,0,0,1,1,0,0,0
12826,26570,0,-0.2495846119627933,-1.3379239811278356,0.3472844435589949,-1.337923982354857,0.3472844435548398,1,-0.21752003823272542,0.21752003823272537,-1.3217827610085198,0,1,0,0,0,0,1,0
12827,26571,0,-0.24923081324840562,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,0.37714611176727464,-0.3771461117672746,-0.8181193520422676,0,0,1,0,1,0,0,0
12828,26572,0,-0.24916875841908548,-0.22117216867833686,-0.2131379662056171,-0.2211721722874204,-0.21313796985218594,1,0.0,0.0,0.0,0,0,0,1,0,0,1,0
12829,26573,0,-0.24913148242786193,-1.8962998920987801,0.9077068533236075,-1.896299887388575,0.9077068569618659,1,0.0,0.0,0.0,0,1,0,0,0,0,1,0
12830,26574,0,-0.248984317676384,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.3280348802327254,0.3280348802327254,-1.1632872826624965,0,1,0,0,0,1,0,0
12831,26575,0,-0.24898216299481035,-0.7795480796492813,0.9077068533236075,-0.7795480773211387,0.9077068569618659,1,-0.3031592582327254,0.3031592582327254,-1.1632872826624965,0,0,0,1,1,0,0,0
12832,26576,0,-0.24892678767836846,-1.3379239811278356,0.9077068533236075,-1.337923982354857,0.9077068569618659,1,0.33614422476727457,-0.33614422476727457,-1.1632872826624965,1,0,0,0,0,1,0,0
12833,26577,0,-0.24858742533052397,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,-0.13852786923272542,0.13852786923272542,-1.0928448478420416,0,1,0,0,1,0,0,0
12834,26578,0,-0.24807224096627248,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,-0.35401608523272543,0.35401608523272543,-0.14539409950692386,0,0,1,0,0,1,0,0
12835,26579,0,-0.24800113647434316,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,-0.09396880423272541,0.09396880423272547,-0.14539409950692386,0,0,1,0,1,0,0,0
12836,26580,0,-0.24740170406056328,0.33720373280021726,0.9077068533236075,0.33720373274629756,0.9077068569618659,1,0.3473818107672747,-0.3473818107672746,0.17511897892614567,0,1,0,0,0,0,1,0
12837,26581,0,-0.24738403567165962,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.4005595017672746,-0.4005595017672746,0.17511897892614567,1,0,0,0,0,0,0,1
12838,26582,0,-0.24730495885790793,-0.22117216867833686,-1.3339827952620225,-0.2211721722874204,-1.333982796666238,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0
12839,26583,0,-0.24728513578743067,-0.7795480796492813,1.4681292726154007,-0.7795480773211387,1.4681292703688922,1,-0.3785531222327254,0.3785531222327254,-0.7899423781140857,0,0,0,1,0,0,0,1
12840,26584,0,-0.2471929154160799,0.8955796342787719,-1.8944052145538155,0.8955796377800159,-1.894405210073264,1,0.21589132276727452,-0.21589132276727463,-0.7899423781140857,1,0,0,0,0,0,1,0
12841,26585,0,-0.24718192654005447,1.4539555452497166,0.9077068533236075,1.4539555428137343,0.9077068569618659,1,0.2867246557672747,-0.28672465576727457,-0.7899423781140857,0,1,0,0,0,0,1,0
12842,26586,0,-0.24716425815115084,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,0.4006135447672745,-0.4006135447672746,-0.7899423781140857,1,0,0,0,0,0,1,0
12843,26587,0,-0.24714055665384105,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,0.0,0.0,0.0,0,0,0,1,0,0,0,1
12844,26588,0,-0.24713797103595272,0.33720373280021726,-2.4548276243184275,0.33720373274629756,-2.45482762348029,1,-0.5015119172327254,0.5015119172327255,0.16455261370307744,0,0,0,1,1,0,0,0
12845,26589,0,-0.24709897129947028,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,-0.3834427722327254,0.3834427722327255,0.16455261370307744,0,1,0,0,0,0,1,0
12846,26590,0,-0.24701838620861705,0.8955796342787719,0.9077068533236075,0.8955796377800159,0.9077068569618659,1,-0.1394766922327254,0.1394766922327254,0.16455261370307744,0,0,1,0,0,0,0,1
12847,26591,0,-0.24676779674160554,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.0,0.0,0.0,1,0,0,0,0,0,1,0
12848,26592,0,-0.24675874707899637,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.0,0.0,0.0,0,0,0,1,1,0,0,0
12849,26593,0,-0.24675831614268165,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,0.0,0.0,0.0,1,0,0,0,0,1,0,0
12850,26594,0,-0.24673547651800132,2.012331446728271,-0.7735603854974101,2.0123314478474525,-0.7735603832592121,1,-0.4967754722327254,0.49677547223272545,-0.11017288209669644,0,0,1,0,0,0,0,1
12851,26595,0,-0.246722763896717,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,-0.4513559192327254,0.45135591923272533,-0.11017288209669644,1,0,0,0,0,0,1,0
12852,26596,0,-0.2466374385064018,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,-0.1465060342327254,0.14650603423272546,-0.11017288209669644,0,1,0,0,0,1,0,0
12853,26597,0,-0.24662989712089414,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,-0.1195622312327253,0.11956223123272536,-0.11017288209669644,0,0,0,1,0,1,0,0
12854,26598,0,-0.24661804637223925,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,-0.07722197023272542,0.07722197023272548,-0.11017288209669644,0,1,0,0,1,0,0,0
12855,26599,0,-0.24661201326383314,-0.22117216867833686,1.4681292726154007,-0.2211721722874204,1.4681292703688922,1,-0.05566692723272537,0.05566692723272537,-0.11017288209669644,1,0,0,0,0,0,0,1
12856,26600,0,-0.24660037798333562,2.5707073576992148,-0.2131379662056171,2.570707352881171,-0.21313796985218594,1,-0.01409648923272544,0.01409648923272544,-0.11017288209669644,0,0,1,0,0,0,1,0
12857,26601,0,-0.24658615708494974,0.8955796342787719,-0.2131379662056171,0.8955796377800159,-0.21313796985218594,1,0.03671182576727461,-0.03671182576727455,-0.11017288209669644,1,0,0,0,0,1,0,0
12858,26602,0,-0.24657452180445222,1.4539555452497166,-1.3339827952620225,1.4539555428137343,-1.333982796666238,1,0.07828226376727465,-0.0782822637672746,-0.11017288209669644,0,0,1,0,0,0,1,0
12859,26603,0,-0.2457253617962903,0.8955796342787719,0.3472844435589949,0.8955796377800159,0.3472844435548398,1,-0.3928746162327254,0.39287461623272535,-0.5610044649476075,0,0,0,1,0,0,1,0
12860,26604,0,-0.24571631213368111,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,-0.3469729762327254,0.3469729762327254,-0.5610044649476075,0,1,0,0,0,0,1,0
12861,26605,0,-0.24571394198395013,1.4539555452497166,-0.2131379662056171,1.4539555428137343,-0.21313796985218594,1,-0.3349511182327254,0.3349511182327254,-0.5610044649476075,0,0,1,0,1,0,0,0
12862,26606,0,-0.24570661606659983,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.29779264823272544,0.29779264823272544,-0.5610044649476075,0,0,0,1,0,1,0,0
12863,26607,0,-0.24570489232134093,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,-0.2890494792327254,0.2890494792327254,-0.5610044649476075,1,0,0,0,0,0,0,1
12864,26608,0,-0.24564240655570607,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,0.02789041176727458,-0.02789041176727458,-0.5610044649476075,0,0,0,1,0,1,0,0
12865,26609,0,-0.24560232947843683,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.2311690997672745,-0.23116909976727462,-0.5610044649476075,1,0,0,0,1,0,0,0
12866,26610,0,-0.24558724670742152,1.4539555452497166,-0.7735603854974101,1.4539555428137343,-0.7735603832592121,1,0.3076718327672745,-0.3076718327672746,-0.5610044649476075,1,0,0,0,0,0,0,1
12867,26611,0,-0.24553941277648725,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,0.0,0.0,0.0,1,0,0,0,0,0,1,0
12868,26612,0,-0.24549868929474591,-0.7795480796492813,0.3472844435589949,-0.7795480773211387,0.3472844435548398,1,-0.27667403723272543,0.27667403723272543,-0.9167387607909044,0,1,0,0,0,0,1,0
12869,26613,0,-0.24547778888348185,-0.7795480796492813,-0.7735603854974101,-0.7795480773211387,-0.7735603832592121,1,-0.11817730523272546,0.1181773052327254,-0.9167387607909044,0,0,1,0,0,0,0,1
12870,26614,0,-0.24537414869979093,0.33720373280021726,-1.3339827952620225,0.33720373274629756,-1.333982796666238,1,-0.3620281792327254,0.36202817923272534,-0.772331769408972,0,0,1,0,1,0,0,0
12871,26615,0,-0.24532459102359777,-0.7795480796492813,-0.2131379662056171,-0.7795480773211387,-0.21313796985218594,1,-0.049103009232725425,0.04910300923272537,-0.772331769408972,0,1,0,0,0,0,1,0
12872,26616,0,-0.24527632615634878,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,0.25565889576727463,-0.2556588957672746,-0.772331769408972,0,0,0,1,0,0,1,0
12873,26617,0,-0.24523991203775466,0.33720373280021726,-0.7735603854974101,0.33720373274629756,-0.7735603832592121,1,0.48559086876727464,-0.4855908687672746,-0.772331769408972,1,0,0,0,0,0,0,1
12874,26618,0,-0.24522289005332312,-1.8962998920987801,-1.3339827952620225,-1.896299887388575,-1.333982796666238,1,0.0,0.0,0.0,0,0,1,0,0,0,1,0
12875,26619,0,-0.24521814975386116,-1.3379239811278356,-1.8944052145538155,-1.337923982354857,-1.894405210073264,1,0.0,0.0,0.0,0,0,1,0,0,0,0,1
12876,26620,0,-0.24505460942242374,0.8955796342787719,-1.8944052145538155,0.8955796377800159,-1.894405210073264,1,-0.0055655942327254015,0.0055655942327254015,-1.1174997000292006,0,0,0,1,0,0,0,1
12877,26621,0,-0.24500612908701738,-0.22117216867833686,-0.7735603854974101,-0.2211721722874204,-0.7735603832592121,1,0.0,0.0,0.0,1,0,0,0,1,0,0,0
12878,26622,0,-0.2449595879650273,-0.22117216867833686,0.9077068533236075,-0.2211721722874204,0.9077068569618659,1,-0.4191253642327254,0.4191253642327254,0.3582693094593283,1,0,0,0,0,1,0,0
12879,26623,0,-0.24491110762962093,0.33720373280021726,0.3472844435589949,0.33720373274629756,0.3472844435548398,1,-0.2866165302327254,0.2866165302327255,0.3582693094593283,0,0,1,0,0,1,0,0
12880,26624,0,-0.24462216483059906,-1.8962998920987801,-0.2131379662056171,-1.896299887388575,-0.21313796985218594,1,0.0,0.0,0.0,0,1,0,0,0,1,0,0
12881,26625,0,-0.24455429236103018,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.4986406252327254,0.49864062523272545,0.03071198754421324,0,1,0,0,0,1,0,0
12882,26626,0,-0.24451335341113148,0.33720373280021726,-0.2131379662056171,0.33720373274629756,-0.21313796985218594,1,-0.36474351423272544,0.36474351423272533,0.03071198754421324,0,1,0,0,0,0,1,0
12883,26627,0,-0.2444801713148978,-0.22117216867833686,0.3472844435589949,-0.2211721722874204,0.3472844435548398,1,-0.25621638223272536,0.25621638223272547,0.03071198754421324,0,0,1,0,1,0,0,0
